env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.3000,32.4532,6,20,0.1455,0.5190,0,0.0000,0,10000,0,nan,nan,nan,nan
2000,0.5000,60.6250,10,20,0.2993,0.7007,100,0.1667,5,10100,2000,0.0025,0.0394,0.0039,0.008059
4000,0.6000,47.0489,12,20,0.3866,0.7812,115,0.1917,6,10115,4000,0.0005,0.0002,0.0000,0.004057
6000,0.6500,69.6904,13,20,0.4329,0.8188,600,1.0000,31,10600,6000,0.0125,0.0197,0.0062,0.003056
