checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\r010_learning_value_ablation_seed2\checkpoints\best_Lift_voi_b600_seed2_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_restorebest1_pacelinear.zip,Lift,robosuite,0,901,0.8500,134.5021,17,20,0.6396,0.9476
results\r010_learning_value_ablation_seed2\checkpoints\best_Lift_voi_b600_seed2_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_restorebest1_pacelinear.zip,Lift,robosuite,1,902,0.8000,120.2215,16,20,0.5840,0.9193
results\r010_learning_value_ablation_seed2\checkpoints\best_Lift_voi_b600_seed2_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_restorebest1_pacelinear.zip,Lift,robosuite,2,903,0.7000,103.9663,14,20,0.4810,0.8545
