task,backend,strategy,budget,human_noise,human_delay,human_skill,human_dropout,seed,total_steps,n_demos,run_label,restore_best_model_at_end,intervention_demo_mode,voi_phase_guard,voi_reference_policy,voi_reference_max_points,voi_learning_value_scale,voi_learning_value_clip,voi_learning_value_min_disagreement,voi_score_floor_after_step,voi_score_floor_after_value,bc_pretrain_steps,bc_final_mse,bc_actor_reg_coef,bc_actor_reg_schedule,bc_actor_reg_late_coef,bc_actor_reg_late_start_frac,final_success_rate,final_policy_source,raw_final_success_rate,raw_final_eval_successes,raw_final_success_ci_low,raw_final_success_ci_high,restored_best_success_rate,restored_best_eval_successes,restored_best_success_ci_low,restored_best_success_ci_high,best_success_rate,best_eval_step,best_human_steps,best_budget_used_frac,best_engagements,best_checkpoint_path,human_steps,budget_used_frac,engagements,final_eval_successes,final_eval_episodes,final_success_ci_low,final_success_ci_high,wall_time_s
Reacher,reacher_fallback,none,4000,0.0,0,1.0,0.0,44,5,1,,0,all,none,none,2048,0.0,1.0,0.0,0,0.0,0,,0.0,constant,,0.5,0.0000,last_policy,0.0000,0,0.0000,0.7935,,,,,0.0000,5,0,0.0000,0,,0,0.0000,0,0,1,0.0000,0.7935,1.6
