task,backend,strategy,budget,human_noise,human_delay,human_skill,human_dropout,seed,total_steps,n_demos,run_label,restore_best_model_at_end,intervention_demo_mode,voi_phase_guard,voi_reference_policy,voi_reference_max_points,voi_learning_value_scale,voi_learning_value_clip,bc_pretrain_steps,bc_final_mse,bc_actor_reg_coef,bc_actor_reg_schedule,bc_actor_reg_late_coef,bc_actor_reg_late_start_frac,final_success_rate,final_policy_source,raw_final_success_rate,raw_final_eval_successes,raw_final_success_ci_low,raw_final_success_ci_high,restored_best_success_rate,restored_best_eval_successes,restored_best_success_ci_low,restored_best_success_ci_high,best_success_rate,best_eval_step,best_human_steps,best_budget_used_frac,best_engagements,best_checkpoint_path,human_steps,budget_used_frac,engagements,final_eval_successes,final_eval_episodes,final_success_ci_low,final_success_ci_high,wall_time_s
Stack,robosuite,voi,300,0.0,0,1.0,0.0,0,6000,50,r019_phase_guard_budget300_seed0,1,all,stack_pick_place,demo_nn,2048,3.0,1.0,10000,0.001621,50.0,constant,,0.5,0.7500,best_checkpoint,0.3500,7,0.1812,0.5671,0.7500,15,0.5313,0.8881,0.5500,0,0,0.0000,0,results\r019_stack_phase_guard_budget300_seed0\checkpoints\best_Stack_voi_b300_seed0_r019_phase_guard_budget300_seed0.zip,300,1.0000,16,15,20,0.5313,0.8881,442.9
